year,co2,ch4,n2o,other_wmghg,o3_trop,o3_strat,h2o_strat,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,total_anthropogenic,total_natural,total
1760,0.01596286890479745,0.0053004032619523985,0.0008543497139674639,8.61519428683124e-09,0.002,-0.0,0.000685279252927592,0.0,-0.0007197815445637197,-0.0009610161937590071,0.0003386931524711927,-0.0022945725475492767,0.18098830087140405,0.06842639857702137,0.02116623261543838,0.24941469944842543,0.2705809320638638
1761,0.017556824006120186,0.0058286836780060995,0.0009397435948787237,9.476713715508822e-09,0.0022,-0.0,0.0007535796427202374,0.0,-0.00047065614670099495,-0.001150454643869041,0.00045159086996158696,-0.002524029802304203,0.1841585443588585,0.06227976771764637,0.023585290675526314,0.24643831207650488,0.2700236027520312
1762,0.019150356124176312,0.00635664624020466,0.001025130007962947,1.0338233144186403e-08,0.0024,-0.0,0.0008218389377807224,0.0,-0.0001940671462981325,-0.0004423769923683013,4.403010982125736e-05,-0.002753487057059132,-0.7198788864817063,0.040189338030146377,0.02640808056245348,-0.6796895484515599,-0.6532814678891065
1763,0.020743465502880226,0.0068842914761038584,0.0011105089540120842,1.1199752572891698e-08,0.0026000000000000003,-0.0,0.0008900572063157503,0.0,-0.00022740234070011203,-0.0006817809893569249,0.00010386590009116852,-0.0029829443118140585,-0.4399601212913509,0.006850885881708881,0.028440072597284562,-0.433109235409642,-0.4046691628123575
1764,0.022336152385927545,0.007411619911769724,0.00119588043381804,1.206127200156928e-08,0.0028,-0.0,0.0009582345163394164,0.0,0.0008534167968616037,0.0003027871762188414,-0.000296920996999743,-0.003212401566568987,-0.03904732457783037,-0.02990409458704112,0.03234878071863844,-0.06895141916487149,-0.03660263844623305
1765,0.023928417016807726,0.00793863207178425,0.0012812444481726745,1.292279143024686e-08,0.003,-0.0,0.0010263709356739487,0.0,-0.0004681234996150342,-0.0009576924049380737,0.00029127611112522635,-0.0034418588213239137,0.10958166609721692,-0.05974801548547861,0.03259827878047823,0.04983365061173831,0.08243192939221655
1766,0.025520259638798067,0.008465328479252207,0.001366600997867004,1.3784310858924442e-08,0.0032,-0.0,0.001094466531950587,0.0,8.886831378137477e-05,-0.0007382989121761695,0.0001433801012128055,-0.00367131607607884,-0.17848752670419268,-0.07386654575891613,0.03546930285891791,-0.2523540724631088,-0.2168847696041909
1767,0.02711168049496524,0.008991709655805393,0.0014519500836927982,1.4645830287602023e-08,0.0034,-0.0,0.0011625213726101343,0.0,5.4119474974589216e-05,-0.000711702624244293,0.0001659596447108823,-0.003900773330833769,-0.23003967707403605,-0.06068405064172861,0.03772547941751127,-0.29072372771576466,-0.2529982482982534
1768,0.02870267982816551,0.009517776121609822,0.0015372917064409835,1.5507349716307318e-08,0.0036000000000000008,-0.0,0.0012305355249038836,0.0,-0.0011807638365806603,-0.0024158179568386047,0.0009630175301930851,-0.004130230585588698,0.0295441238874522,-0.004521941266728617,0.037824503839655035,0.025022182620723584,0.06284668646037862
1769,0.030293257881044977,0.010043528395371053,0.0016226258669028405,1.63688691449849e-08,0.0038,-0.0,0.0012985090558943104,0.0,-0.0006478536074415071,-0.0017085994098148566,0.00044933291561177925,-0.004359687840343624,0.1325346158749756,0.061624543108271375,0.04079112962609412,0.19415915898324695,0.23495028860934108
1770,0.03188341489604106,0.010568966994339684,0.001707952565868806,1.723038857366248e-08,0.004,-0.0,0.001366442032455779,0.0,-0.0006690017998307561,-0.0018447679663777254,0.0004696545047600535,-0.004589145095098551,0.03636234846097209,0.09329373256139636,0.04289353336254693,0.12965608102236845,0.17254961438491537
1771,0.03347315111537657,0.011094092434317165,0.0017932718041300704,1.8091908002340062e-08,0.004200000000000001,-0.0,0.0014343345212752972,0.0,0.00021925472416397043,-0.0002727658960171647,3.499829242202662e-05,-0.0048186023498534795,0.08889303627750589,0.08574304896764637,0.04715775273772245,0.17463608524515226,0.22179383798287472
1772,0.03506246678107226,0.011618905229662016,0.0018785835824765822,1.8953427431017643e-08,0.0044,-0.0,0.0015021865888533187,0.0,0.0006221532483726699,0.00013640971214422704,-0.00012080055771472364,-0.005048059604608406,0.15110052169091734,0.06281018763952137,0.05005186393368538,0.2139107093304387,0.2639625732641241
1773,0.03665136213493476,0.012143405893294792,0.001963887901698643,1.9814946859722935e-08,0.0046,-0.0,0.0015699983015043859,0.0,0.000467124564008662,3.992294652855528e-05,-5.644885874519712e-05,-0.005277516859363335,0.17402255695782867,0.02686643763952138,0.05210175583880812,0.20088899459735005,0.25299075043615815
1774,0.038239837418564196,0.012667594936704052,0.0020491847625869093,2.0676466288400516e-08,0.0048,-0.0,0.0016377697253579006,0.0,-0.0008438520493979605,-0.00147939753705104,0.0006446459668701665,-0.005506974114118261,0.18181443567658306,-0.013882292829228616,0.05220882978598225,0.16793214284735444,0.2201409726333367
1775,0.039827892873347086,0.01319147286995206,0.0021344741659307946,2.1537985717078098e-08,0.005,-0.0,0.0017055009263588611,0.0,-0.00020297026191282153,-0.0009543686055213272,0.0005780363135508324,-0.005736431368873187,0.18443600769588672,-0.04960763462610361,0.05554362845081801,0.13482837306978313,0.19037200152060113
1776,0.04141552874046881,0.01371504020168002,0.0022197561125200677,2.2399505145755682e-08,0.005200000000000001,-0.0,0.0017731919702685408,0.0,0.0001577590789676661,-0.0004423769923683013,0.00016144373601126695,-0.005965888623628117,0.1853168155815639,-0.07076202915735362,0.05823447662342509,0.11455478642421028,0.17278926304763537
1777,0.043002745260902815,0.014238297439114136,0.00230503060314485,2.3261024574433264e-08,0.0054,-0.0,0.0018408429226652696,0.0,-0.00030649045800310026,-0.0013531489003921829,0.000817379474630472,-0.006195345878383046,0.1856126856704365,-0.06695548618860361,0.05974933372470378,0.1186571994818329,0.17840653320653668
1778,0.04458954267541211,0.014761245088070602,0.002390297638594421,2.412254400313856e-08,0.0056,-0.0,0.0019084538489450794,0.0,-0.0007500854026165141,-0.0020041622192428915,0.0011312351292537752,-0.006424803133137972,0.18571207513321009,-0.022322209821416115,0.06120174774782262,0.16338986531179397,0.22459161305961658
1779,0.0461759212245556,0.01528388365296144,0.0024755572196576156,2.498406343181614e-08,0.0058000000000000005,-0.0,0.0019760248143224604,0.0,-0.00021976595562023943,-0.0010607249316691386,0.0006977078940906546,-0.006654260387892898,0.18574546502203015,0.049081672014521384,0.06447436851446893,0.23482713703655153,0.2993015055510205
1780,0.04776188114868222,0.01580621363679982,0.0025608093471240216,2.584558286049372e-08,0.006,-0.0,0.002043555883831047,0.0,-0.0009131874713009143,-0.0017550979895972119,0.0010330141150371283,-0.0068837176426478274,0.18575668147078706,0.09185847865514638,0.06565349687351116,0.27761516012593346,0.34326865699944464
1781,0.04934742268793852,0.01632823554120579,0.0026460540217823855,2.6707102289171303e-08,0.006200000000000001,-0.0,0.0021110471223243594,0.0,-0.0005228535381289028,-0.0018447679663777254,0.0010341430922120346,-0.007113174897402756,0.18576045057214427,0.09170247279577136,0.068186132770656,0.2774629233679156,0.3456490561385716
1782,0.05093254608225664,0.016849949866411116,0.0027312912444218056,2.7568621717848884e-08,0.0064,-0.0,0.0021784985944764304,0.0,-0.0003778654720602882,-0.0012999870059871947,0.0007078686886647867,-0.007342632152157682,0.18576171303887845,0.06741236049108387,0.07077969741464733,0.25317407352996235,0.3239537709446097
1783,0.052517251571366774,0.01737135711126513,0.0028165210158305385,2.8430141146554176e-08,0.0066,-0.0,0.0022459103647825595,0.0,-0.00021933661711505403,-0.0012202390816410597,0.0005972289255242001,-0.007572089406912609,-1.607111309127523,0.03054817592077138,0.07313663231324162,-1.5765631332067518,-1.5034265008935102
1784,0.05410153939479134,0.017892457773240174,0.0029017433367967953,2.9291660575231757e-08,0.0068000000000000005,-0.0,0.002313282497560018,0.0,0.0005395057311571722,-0.0006385593340586141,0.0004820732536839932,-0.007801546661667538,-3.487549642588016,-0.012977458844853615,0.07659052528316392,-3.5005271014328696,-3.4239365761497056
1785,0.05568540979184642,0.018413252348436573,0.002986958208109143,3.015318000390934e-08,0.006999999999999999,-0.0,0.0023806150569486923,0.0,-0.00040870811153563905,-0.0014827196631667734,0.0007677044789346978,-0.008031003916422468,-1.3227211965923305,-0.04967003696985362,0.07731153834633064,-1.3723912335621842,-1.2950796952158536
1786,0.057268863001641954,0.018933741331588,0.003072165630555702,3.101469943258692e-08,0.0072000000000000015,-0.0,0.0024479081069117754,0.0,5.284334329487203e-05,-0.001393018542433997,0.0006875470995165176,-0.008260461171177394,-0.4872575238005176,-0.06896796177454112,0.08000961981459687,-0.5562254855750588,-0.47621586576046193
